진단명,ICD코드,ADRG,ADRG명,MDC,계열,DRG코드
기타 형태의 마이코박테리아에 의한 감염,A31,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
기타 형태의 마이코박테리아에 의한 감염,A31,S630,HIV-Related Infection S63000 중증도 구분 없음,18-1,,S63000
기타 형태의 마이코박테리아에 의한 감염,A31,T015,OR Procedures for Other Infectious Diseases,18-2,S,"T01500, T01501"
기타 형태의 마이코박테리아에 의한 감염,A31,T601,Sepsis with Complication T60102 W Catastrophic CC,02,,"T60100, T60101, T60102"
목부위의 신경 및 척수의 손상,S14,A093,"Tracheostomy for Face, Mouth and Neck Disorders without Ventilator",Pre,S,
목부위의 신경 및 척수의 손상,S14,B603,Other Spinal Cord Diseases and Injuries B60302 W Catastrophic CC,01,,"B60300, B60301, B60302"
목부위의 신경 및 척수의 손상,S14,B701,"Injury of Root, Plexus and Nerves of Trunk B70100 중증도 구분 없음",01,,B70100
목부위의 신경 및 척수의 손상,S14,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
목부위의 신경 및 척수의 손상,S14,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
목부위의 신경 및 척수의 손상,S14,W600,"Multiple Trauma, Transferred to Another W60000 중증도 구분 없음",21-1,,W60000
목부위의 신경 및 척수의 손상,S14,W610,Multiple Trauma without Procedures W61002 W Catastrophic CC,21-1,,"W61000, W61001, W61002"
목부위의 신경 및 척수의 손상,S14,X600,"Injuries, Age ≤18 X60011 W Catastrophic or Severe or Moderate",21-2,,"X60010, X60011, X60020, X60021, X60030, X60031, X60032"
위-식도역류병,K21,G672,"Esophagitis and Gastroduodenitis, Age G67211 W Catastrophic or Severe CC",06,,"G67210, G67211, G67220, G67221, G67222"
위-식도역류병,K21,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
인지기능 및 자각에 관련된 기타 증상 및 징후,R41,S640,Other HIV S64001 W Catastrophic CC,18-1,,"S64000, S64001"
인지기능 및 자각에 관련된 기타 증상 및 징후,R41,T015,OR Procedures for Other Infectious Diseases,18-2,S,"T01500, T01501"
인지기능 및 자각에 관련된 기타 증상 및 징후,R41,T620,"Fever, Age ≤18 T62010 중증도 구분 없음",23,,"T62010, T62020, T62021, T62022"
인지기능 및 자각에 관련된 기타 증상 및 징후,R41,Z610,,23,,"Z61000, Z61001, Z61002, Z61003"
달리 분류되지 않은 호흡부전,J96,A092,"Tracheostomy for Face, Mouth and Neck Disorders with Short-Term Ventilator",Pre,S,
달리 분류되지 않은 호흡부전,J96,A093,"Tracheostomy for Face, Mouth and Neck Disorders without Ventilator",Pre,S,
달리 분류되지 않은 호흡부전,J96,D502,Dental Restorations,03,S,D50200
달리 분류되지 않은 호흡부전,J96,D771,Dental Diseases except Extractions and D77111 W Catastrophic CC,10,,"D77110, D77111, D77120, D77121"
달리 분류되지 않은 호흡부전,J96,E701,Respiratory Failure E70101 W Catastrophic CC,04,,"E70100, E70101"
자궁경부의 제자리암종,D06,M601,Malignancy of Male Reproductive System M60101 W Catastrophic or Severe or Moderate,13,,"M60100, M60101"
자궁경부의 제자리암종,D06,N071,"Laparoscopic Cervix, Vagina and Vulva Procedures for Malignancy",13,S,"N07100, N07101, N07102"
자궁경부의 제자리암종,D06,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
달리 분류되지 않은 처치후 근골격장애,M96,I681,Non-Surgical Neck and Back Conditions I68113 W Catastrophic CC 중증도,08,,"I68110, I68111, I68112, I68113, I68120, I68121, I68122, I68123"
달리 분류되지 않은 처치후 근골격장애,M96,I730,"Aftercare of Musculoskeletal Disorders, I73010 중증도 구분 없음",08,,"I73010, I73020, I73021"
달리 분류되지 않은 처치후 근골격장애,M96,I760,"Other Musculoskeletal Diseases, Age ≤18 I76011 W Catastrophic or Severe CC",08,,"I76010, I76011, I76020, I76021, I76022"
부위의 명시가 없는 악성 신생물,C80,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
부위의 명시가 없는 악성 신생물,C80,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
부위의 명시가 없는 악성 신생물,C80,R030,Lymphoma and Leukemia with Other OR Procedures,17,S,"R03000, R03001, R03002"
부위의 명시가 없는 악성 신생물,C80,R612,Lymphoma R61203 W Catastrophic CC,10,,"R61200, R61201, R61202, R61203"
부위의 명시가 없는 악성 신생물,C80,R650,Other Neoplastic Diseases R65003 W Catastrophic CC,17,,"R65000, R65001, R65002, R65003"
직장구불결장접합부의 악성 신생물,C19,KDRG 미등록,,,,
유방의 기타 장애,N64,J063,Mastectomy except Malignancy,09,S,J06300
유방의 기타 장애,N64,J072,Open Minor Breast Procedures,09,S,J07200
유방의 기타 장애,N64,J080,Procedures of Axillary Lymph Node,09,S,"J08000, J08001"
목의 골절,S12,A091,"Tracheostomy for Face, Mouth and Neck Disorders with Long-Term Ventilator",Pre,S,
목의 골절,S12,A092,"Tracheostomy for Face, Mouth and Neck Disorders with Short-Term Ventilator",Pre,S,
목의 골절,S12,A093,"Tracheostomy for Face, Mouth and Neck Disorders without Ventilator",Pre,S,
목의 골절,S12,D810,Other Neck Diseases D81001 W Catastrophic or Severe CC,03,,"D81000, D81001"
목의 골절,S12,I681,Non-Surgical Neck and Back Conditions I68113 W Catastrophic CC 중증도,08,,"I68110, I68111, I68112, I68113, I68120, I68121, I68122, I68123"
목의 골절,S12,I682,Non-Surgical Neck and Back Conditions I68213 W Catastrophic CC,08,,"I68210, I68211, I68212, I68213, I68220, I68221, I68222, I68223"
목의 골절,S12,P651,"Neonate, Admission Weight 1500-1999g P65100 중증도 구분 없음",15,,P65100
목의 골절,S12,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
목의 골절,S12,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
목의 골절,S12,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
목의 골절,S12,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
목의 골절,S12,W600,"Multiple Trauma, Transferred to Another W60000 중증도 구분 없음",21-1,,W60000
목의 골절,S12,W610,Multiple Trauma without Procedures W61002 W Catastrophic CC,21-1,,"W61000, W61001, W61002"
기타 질환 및 장애에 대한 특수선별검사,Z13,Z640,Other Factors Influencing Health Status Z64002 W Catastrophic CC,23,,"Z64000, Z64001, Z64002"
삼차신경의 장애,G50,B715,Cranial Nerve Disorders B71503 W Catastrophic CC,01,,"B71500, B71501, B71502, B71503"
삼차신경의 장애,G50,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
삼차신경의 장애,G50,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
삼차신경의 장애,G50,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
삼차신경의 장애,G50,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
달리 분류되지 않은 간부전,K72,H500,Endoscopic Procedures for Bleeding Varices,07,S,"H50000, H50001"
달리 분류되지 않은 간부전,K72,H601,Liver Cirrhosis with Major Complications H60101 W Catastrophic CC,02,,"H60100, H60101"
달리 분류되지 않은 간부전,K72,H602,Liver Cirrhosis with Moderate Complications H60202 W Catastrophic CC,02,,"H60200, H60201, H60202"
달리 분류되지 않은 간부전,K72,H671,Other Hepatitis with Complications H67101 W Catastrophic CC,07,,"H67100, H67101"
달리 분류되지 않은 간부전,K72,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
달리 분류되지 않은 간부전,K72,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
달리 분류되지 않은 간부전,K72,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
달리 분류되지 않은 간부전,K72,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
식도의 악성 신생물,C15,G503,Gastroscopy for Major Digestive Diseases,06,S,"G50300, G50301, G50302, G50303"
식도의 악성 신생물,C15,G601,Digestive Malignancy with Radiation G60103 W Catastrophic CC,06,,"G60100, G60101, G60102, G60103"
식도의 악성 신생물,C15,G603,Digestive Malignancy without Radiation G60303 W Catastrophic CC,15,,"G60300, G60301, G60302, G60303"
식도의 악성 신생물,C15,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
식도의 악성 신생물,C15,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
식도의 악성 신생물,C15,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
배꼽탈장,K42,G689,Other Digestive system Diseases G68902 W Catastrophic CC,06,,"G68900, G68901, G68902"
배꼽탈장,K42,P651,"Neonate, Admission Weight 1500-1999g P65100 중증도 구분 없음",15,,P65100
배꼽탈장,K42,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
배꼽탈장,K42,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
"림프, 조혈 및 관련 조직의 행동양식 불명 및 미상의 기타 신생물",D47,G533,Sigmoidoscopy for Major Digestive Diseases,06,S,"G53300, G53301, G53302, G53303"
"림프, 조혈 및 관련 조직의 행동양식 불명 및 미상의 기타 신생물",D47,I653,"Connective Tissue Malignancy, Including I65311 W Catastrophic or Severe or Moderate CC",08,,"I65310, I65311, I65320, I65321, I65322, I65323"
"림프, 조혈 및 관련 조직의 행동양식 불명 및 미상의 기타 신생물",D47,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
"림프, 조혈 및 관련 조직의 행동양식 불명 및 미상의 기타 신생물",D47,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
"림프, 조혈 및 관련 조직의 행동양식 불명 및 미상의 기타 신생물",D47,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
"림프, 조혈 및 관련 조직의 행동양식 불명 및 미상의 기타 신생물",D47,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
"림프, 조혈 및 관련 조직의 행동양식 불명 및 미상의 기타 신생물",D47,R010,Lymphoma and Leukemia with Major OR Procedures,17,S,"R01000, R01001"
기타 무형성빈혈,D61,D680,Paranasal Sinus Infections and D68001 W Catastrophic or Severe or Moderate,15,,"D68000, D68001"
기타 무형성빈혈,D61,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
기타 무형성빈혈,D61,P651,"Neonate, Admission Weight 1500-1999g P65100 중증도 구분 없음",15,,P65100
기타 무형성빈혈,D61,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
기타 무형성빈혈,D61,Q610,"Red Blood Cell Diseases, Age ≤18 Q61011 W Catastrophic or Severe or Moderate",16,,"Q61010, Q61011, Q61020, Q61021, Q61022, Q61023"
기타 무형성빈혈,D61,Q620,"Coagulation Disorders, Age ≤18 Q62011 W Catastrophic CC",16,,"Q62010, Q62011, Q62020, Q62021, Q62022"
기타 무형성빈혈,D61,S640,Other HIV S64001 W Catastrophic CC,18-1,,"S64000, S64001"
요관의 악성 신생물,C66,L631,Kidney and Urinary Tract Neoplasms with L63100 중증도 구분 없음,11,,L63100
요관의 악성 신생물,C66,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
비류마티스성 대동맥판장애,I35,F730,Valvular Diseases F73002 W Catastrophic CC,19,,"F73000, F73001, F73002"
비류마티스성 대동맥판장애,I35,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
비류마티스성 대동맥판장애,I35,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
비류마티스성 대동맥판장애,I35,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
비류마티스성 대동맥판장애,I35,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
비류마티스성 대동맥판장애,I35,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
림프성 백혈병,C91,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
림프성 백혈병,C91,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
림프성 백혈병,C91,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
림프성 백혈병,C91,R010,Lymphoma and Leukemia with Major OR Procedures,17,S,"R01000, R01001"
림프성 백혈병,C91,R030,Lymphoma and Leukemia with Other OR Procedures,17,S,"R03000, R03001, R03002"
간의 기타 질환,K76,H500,Endoscopic Procedures for Bleeding Varices,07,S,"H50000, H50001"
간의 기타 질환,K76,H642,Diseases of Pancreas except Malignancy H64203 W Catastrophic CC,15,,"H64200, H64201, H64202, H64203"
간의 기타 질환,K76,H691,Other Major Liver Diseases H69103 W Catastrophic CC,07,,"H69100, H69101, H69102, H69103"
간의 기타 질환,K76,H692,Other Liver Diseases H69200 중증도 구분 없음,07,,H69200
간의 기타 질환,K76,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
간의 기타 질환,K76,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
기타 신세뇨관-간질질환,N15,L603,"Acute Renal Failure, Hemodialysis and L60311 W Catastrophic CC",11,,"L60310, L60311, L60320, L60321"
기타 신세뇨관-간질질환,N15,L604,Acute Renal Failure without Renal L60412 W Catastrophic CC,11,,"L60410, L60411, L60412, L60420, L60421, L60422, L60423"
기타 신세뇨관-간질질환,N15,L621,Non-Infectious Kidney Diseases with L62112 W Catastrophic CC,11,,"L62110, L62111, L62112, L62120, L62121"
기타 신세뇨관-간질질환,N15,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
기타 신세뇨관-간질질환,N15,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
혈액화학의 기타 이상소견,R79,Z610,,23,,"Z61000, Z61001, Z61002, Z61003"
음낭수종 및 정액류,N43,M620,Inflammation of the Male Reproductive M62003 W Catastrophic CC,12,,"M62000, M62001, M62002, M62003"
음낭수종 및 정액류,N43,M630,Other Male Reproductive System Diseases M63000 중증도 구분 없음,12,,M63000
음낭수종 및 정액류,N43,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
모소낭,L05,J650,"Cellulitis, Age ≤18 J65012 W Catastrophic CC",09,,"J65010, J65011, J65012, J65020, J65021, J65022, J65023"
모소낭,L05,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
모소낭,L05,P651,"Neonate, Admission Weight 1500-1999g P65100 중증도 구분 없음",15,,P65100
모소낭,L05,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
모소낭,L05,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
기타 비독성 고이터,E04,A092,"Tracheostomy for Face, Mouth and Neck Disorders with Short-Term Ventilator",Pre,S,
기타 비독성 고이터,E04,A093,"Tracheostomy for Face, Mouth and Neck Disorders without Ventilator",Pre,S,
기타 비독성 고이터,E04,K661,Benign Thyroid Tumor K66101 W Catastrophic or Severe or Moderate,10,,"K66100, K66101"
기타 비독성 고이터,E04,K662,Thyrotoxicosis K66202 W Catastrophic or Severe CC,10,,"K66200, K66201, K66202"
기타 비독성 고이터,E04,K663,Other Thyroid Disorders K66302 W Catastrophic or Severe CC,10,,"K66300, K66301, K66302"
등통증,M54,B171,Spinal Fusion with Myelopathy,01,S,"B17100, B17101, B17102, B17103"
등통증,M54,B173,Laminectomy and Diskectomy with Myelopathy,01,S,"B17300, B17301, B17302"
등통증,M54,B175,Other Spinal Procedures with Myelopathy,01,S,"B17500, B17501"
등통증,M54,I081,Spinal Fusion with Myelopathy,08,S,"I08100, I08101, I08102, I08103"
등통증,M54,I083,Laminectomy and Diskectomy with Myelopathy,08,S,"I08300, I08301, I08302, I08303"
등통증,M54,I085,Other Spinal Procedures with Myelopathy,08,S,"I08500, I08501"
등통증,M54,I142,"Hip and Femur Procedures, Unilateral",08,S,"I14210, I14211, I14220, I14221"
등통증,M54,I213,Other Foot and Ankle Procedures,08,S,"I21300, I21301, I21302"
등통증,M54,I252,Minor Wrist and Hand Procedures,08,S,"I25200, I25201, I25202, I25203"
등통증,M54,I681,Non-Surgical Neck and Back Conditions I68113 W Catastrophic CC 중증도,08,,"I68110, I68111, I68112, I68113, I68120, I68121, I68122, I68123"
